artifact,check,status,detail,observed,expected
results/summary_by_method_bucket.csv,numeric_range:successes,pass,numeric values are within range,min=1905; max=61149,"[0.0, inf]"
results/summary_by_method_bucket.csv,numeric_range:success_rate,pass,numeric values are within range,min=0.714167; max=0.925417,"[0.0, 1.0]"
results/summary_by_method_bucket.csv,numeric_range:ci_low,pass,numeric values are within range,min=0.710002; max=0.914212,"[0.0, 1.0]"
results/summary_by_method_bucket.csv,numeric_range:ci_high,pass,numeric values are within range,min=0.718295; max=0.935261,"[0.0, 1.0]"
results/high_fidelity_benchmark.csv,required_columns,pass,required columns present,6,
results/high_fidelity_benchmark.csv,minimum_row_count,pass,row count meets minimum,594,>=500
results/high_fidelity_benchmark.csv,required_values:engine,pass,required values present,"maniskill,mujoco,mujoco_planar","mujoco,mujoco_planar,maniskill"
results/high_fidelity_benchmark.csv,numeric_range:success_rate,pass,numeric values are within range,min=0; max=1,"[0.0, 1.0]"
results/learned_outcome_model_eval.csv,required_columns,pass,required columns present,6,
results/learned_outcome_model_eval.csv,exact_row_count,pass,row count matches expected,6,6
results/learned_outcome_model_eval.csv,required_values:split,pass,required values present,"all,bucket=heldout,bucket=nominal,bucket=seen,heldout,train_seen_or_nominal","train_seen_or_nominal,heldout"
results/learned_outcome_model_eval.csv,numeric_range:mae,pass,numeric values are within range,min=0.0378488; max=0.0842049,"[0.0, inf]"
results/learned_outcome_model_eval.csv,numeric_range:brier,pass,numeric values are within range,min=0.00224809; max=0.0127979,"[0.0, inf]"
results/trajectory_wam_eval.csv,required_columns,pass,required columns present,5,
results/trajectory_wam_eval.csv,exact_row_count,pass,row count matches expected,6,6
results/trajectory_wam_eval.csv,required_values:split,pass,required values present,"all,bucket=heldout,bucket=nominal,bucket=seen,heldout,train_seen_or_nominal","train_seen_or_nominal,heldout"
results/trajectory_wam_eval.csv,numeric_range:n_transitions,pass,numeric values are within range,min=8640; max=414720,"[1.0, inf]"
results/trajectory_wam_eval.csv,numeric_range:final_xy_mae,pass,numeric values are within range,min=0.00929708; max=0.0472362,"[0.0, inf]"
results/visual_wam_eval.csv,required_columns,pass,required columns present,5,
results/visual_wam_eval.csv,exact_row_count,pass,row count matches expected,9,9
results/visual_wam_eval.csv,numeric_range:n_transitions,pass,numeric values are within range,min=2016; max=96768,"[1.0, inf]"
results/visual_wam_eval.csv,numeric_range:transition_frame_mse,pass,numeric values are within range,min=0.000298155; max=0.000460869,"[0.0, inf]"
results/neural_wam_eval.csv,required_columns,pass,required columns present,5,
results/neural_wam_eval.csv,exact_row_count,pass,row count matches expected,9,9
results/neural_wam_eval.csv,numeric_range:n_transitions,pass,numeric values are within range,min=2016; max=96768,"[1.0, inf]"
results/neural_wam_eval.csv,numeric_range:transition_latent_mse,pass,numeric values are within range,min=0.00122784; max=0.00251364,"[0.0, inf]"
results/corrective_adaptation_eval.csv,required_columns,pass,required columns present,5,
results/corrective_adaptation_eval.csv,exact_row_count,pass,row count matches expected,12,12
results/corrective_adaptation_eval.csv,numeric_range:n_rollouts,pass,numeric values are within range,min=144; max=6912,"[1.0, inf]"
results/corrective_adaptation_eval.csv,numeric_range:base_final_error,pass,numeric values are within range,min=0.00652849; max=0.048686,"[0.0, inf]"
results/mujoco_residual_policy_eval.csv,required_columns,pass,required columns present,5,
results/mujoco_residual_policy_eval.csv,exact_row_count,pass,row count matches expected,9,9
results/mujoco_residual_policy_eval.csv,numeric_range:n_rollouts,pass,numeric values are within range,min=36; max=252,"[1.0, inf]"
results/mujoco_residual_policy_eval.csv,numeric_range:base_success_rate,pass,numeric values are within range,min=0; max=0.75,"[0.0, 1.0]"
results/mujoco_residual_policy_eval.csv,numeric_range:adapted_success_rate,pass,numeric values are within range,min=0; max=0.75,"[0.0, 1.0]"
results/mujoco_residual_policy_gate_ablation.csv,required_columns,pass,required columns present,5,
results/mujoco_residual_policy_gate_ablation.csv,exact_row_count,pass,row count matches expected,16,16
results/mujoco_residual_policy_gate_ablation.csv,required_values:variant,pass,required values present,"always_on,gated_default,non_nominal_only,residual_off","residual_off,always_on,non_nominal_only,gated_default"
results/mujoco_residual_policy_gate_ablation.csv,numeric_range:base_success_rate,pass,numeric values are within range,min=0; max=0.75,"[0.0, 1.0]"
results/mujoco_residual_policy_gate_ablation.csv,numeric_range:adapted_success_rate,pass,numeric values are within range,min=0; max=0.75,"[0.0, 1.0]"
results/external_policy_benchmark_readiness.csv,required_columns,pass,required columns present,6,
results/external_policy_benchmark_readiness.csv,exact_row_count,pass,row count matches expected,2,2
results/external_policy_benchmark_readiness.csv,required_values:status,pass,required values present,"fixture_smoke_passed,missing_checkpoint","fixture_smoke_passed,missing_checkpoint"
results/real_video_wam_readiness.csv,required_columns,pass,required columns present,6,
results/real_video_wam_readiness.csv,exact_row_count,pass,row count matches expected,2,2
results/real_video_wam_readiness.csv,required_values:status,pass,required values present,"fixture_training_smoke_passed,missing_dataset","fixture_training_smoke_passed,missing_dataset"
results/corrective_trace_readiness.csv,required_columns,pass,required columns present,6,
results/corrective_trace_readiness.csv,exact_row_count,pass,row count matches expected,2,2
results/corrective_trace_readiness.csv,required_values:status,pass,required values present,"fixture_fit_smoke_passed,missing_dataset","fixture_fit_smoke_passed,missing_dataset"
results/simulation_rollout_videos.csv,required_columns,pass,required columns present,6,
results/simulation_rollout_videos.csv,exact_row_count,pass,row count matches expected,3,3
results/simulation_rollout_videos.csv,unique_key,pass,unique key ['artifact_id'] has no duplicates,0,0
results/simulation_rollout_videos.csv,required_values:artifact_id,pass,required values present,"bodybreak_failure,bodyshield_repair,nominal_reference","nominal_reference,bodybreak_failure,bodyshield_repair"
results/simulation_rollout_videos.csv,numeric_range:frames,pass,numeric values are within range,min=19; max=19,"[2.0, inf]"
results/simulation_rollout_videos.csv,numeric_range:success_probability,pass,numeric values are within range,min=0.499933; max=0.885,"[0.0, 1.0]"
results/environment_dependency_audit.csv,required_columns,pass,required columns present,6,
results/environment_dependency_audit.csv,minimum_row_count,pass,row count meets minimum,16,>=14
results/environment_dependency_audit.csv,required_values:status,pass,required values present,pass,pass
results/config_schema_audit.csv,required_columns,pass,required columns present,6,
results/config_schema_audit.csv,minimum_row_count,pass,row count meets minimum,40,>=30
results/config_schema_audit.csv,required_values:status,pass,required values present,pass,pass
results/source_import_audit.csv,required_columns,pass,required columns present,6,
results/source_import_audit.csv,minimum_row_count,pass,row count meets minimum,299,>=100
results/source_import_audit.csv,required_values:status,pass,required values present,pass,pass
results/derived_results_audit.csv,required_columns,pass,required columns present,6,
results/derived_results_audit.csv,minimum_row_count,pass,row count meets minimum,16,>=10
results/derived_results_audit.csv,required_values:status,pass,required values present,pass,pass
results/trials_sample.jsonl,jsonl_parse_and_shape,pass,JSONL sample parsed with nested keys,2000,
results/trials_sample.jsonl,jsonl_exact_rows,pass,sample row count,2000,2000
results/trials_sample.jsonl,jsonl_unique_trial_ids,pass,sample trial IDs are unique,2000,2000
results/trials_sample.jsonl,jsonl_metadata_code_hash,pass,sample metadata code hash matches current source tree,8dbb2bb600af56ff,8dbb2bb600af56ff
results/schema_validation_summary.json,schema_summary_values,pass,schema validation summary has expected counts/status,"{""jsonschema_validated_sample_records"": 200, ""lightweight_validated_records"": 1152000, ""parquet_status"": ""written"", ""trial_json_schema_path"": ""trial_schema.schema.json""}","1,152,000 lightweight; 200 jsonschema; parquet written"
results/trials.parquet,parquet_rows_match_trials_csv,pass,Parquet metadata row count matches trials.csv,parquet=1152000; csv=1152000,1152000
